                27ceni.out                                          2012/04/28

 EXTRA OUTPUT FILE.  REQUIRED AS INPUT FILE FOR CASC




  Saga (N) 6407/2-3                       

 WELL #  1 WITH  60 EVENTS

  i    X(i)    EXPECTED  ERROR BAR
 45  44.00000  22.69986   0.13006
 46  45.00000  23.15660   0.13039
 47  46.00000  23.61286   0.13056
 48  47.00000  24.06863   0.13056
 49  48.00000  24.52392   0.13040
 50  49.00000  24.97873   0.13006
 51  50.00000  25.43305   0.12957
 52  51.00000  25.88689   0.12891
 53  52.00000  26.34024   0.12810
 54  53.00000  26.79311   0.12715
 55  54.00000  27.24550   0.12607
 56  55.00000  27.69740   0.12488
 57  56.00000  28.14882   0.12359
 58  57.00000  28.59976   0.12223
 59  58.00000  29.05021   0.12083
 60  59.00000  29.50018   0.11940
 61  60.00000  29.94966   0.11800
 62  61.00000  30.39866   0.11665
 63  62.00000  30.84718   0.11540
 64  63.00000  31.29521   0.11431
 65  64.00000  31.74276   0.11342
 66  65.00000  32.18982   0.11279
 67  66.00000  32.63640   0.11248
 68  67.00000  33.08250   0.11256
 69  68.00000  33.52811   0.11308
 70  69.00000  33.97324   0.11411
 71  70.00000  34.41788   0.11570
 72  71.00000  34.86205   0.11789
 73  72.00000  35.30572   0.12073
 74  73.00000  35.74891   0.12423
 75  74.00000  36.19162   0.12842
 76  75.00000  36.63385   0.13331
 77  76.00000  37.07559   0.13888
 78  77.00000  37.51685   0.14514
 79  78.00000  37.95762   0.15206
 80  79.00000  38.39791   0.15964
 81  80.00000  38.83772   0.16784
 82  81.00000  39.27704   0.17666
 83  82.00000  39.71588   0.18606
 84  83.00000  40.15423   0.19602
 85  84.00000  40.59210   0.20654
 86  85.00000  41.02949   0.21758
 87  86.00000  41.46639   0.22913
 88  87.00000  41.90281   0.24117
 89  88.00000  42.33875   0.25369
 90  89.00000  42.77420   0.26669
 91  90.00000  43.20916   0.28013
 92  91.00000  43.64365   0.29403
 93  92.00000  44.07765   0.30836
 94  93.00000  44.51116   0.32311
 95  94.00000  44.94419   0.33829
 96  95.00000  45.37674   0.35388
 97  96.00000  45.80881   0.36988
 98  97.00000  46.24039   0.38628



  Shell (UK) 30/19-1                      

 WELL # 16 WITH  52 EVENTS

  i    X(i)    EXPECTED  ERROR BAR
                           INPUT

  1   0.00000   1.29237   0.46301
  2   1.00000   1.60041   0.44359
  3   2.00000   1.91062   0.42463
  4   3.00000   2.22300   0.40614
  5   4.00000   2.53754   0.38813
  6   5.00000   2.85425   0.37060
  7   6.00000   3.17312   0.35356
  8   7.00000   3.49417   0.33702
  9   8.00000   3.81738   0.32099
 10   9.00000   4.14275   0.30548
 11  10.00000   4.47029   0.29051
 12  11.00000   4.80000   0.27608
 13  12.00000   5.13188   0.26222
 14  13.00000   5.46592   0.24895
 15  14.00000   5.80213   0.23627
 16  15.00000   6.14050   0.22422
 17  16.00000   6.48104   0.21281
 18  17.00000   6.82375   0.20208
 19  18.00000   7.16862   0.19203
 20  19.00000   7.51566   0.18271
 21  20.00000   7.86487   0.17414
 22  21.00000   8.21625   0.16633
 23  22.00000   8.56979   0.15931
 24  23.00000   8.92549   0.15310
 25  24.00000   9.28337   0.14770
 26  25.00000   9.64341   0.14311
 27  26.00000  10.00561   0.13932
 28  27.00000  10.36999   0.13631
 29  28.00000  10.73653   0.13403
 30  29.00000  11.10524   0.13244
 31  30.00000  11.47611   0.13148
 32  31.00000  11.84915   0.13109
 33  32.00000  12.22435   0.13119
 34  33.00000  12.60173   0.13171
 35  34.00000  12.98127   0.13258
 36  35.00000  13.36297   0.13372
 37  36.00000  13.74685   0.13508
 38  37.00000  14.13288   0.13658
 39  38.00000  14.52109   0.13817
 40  39.00000  14.91146   0.13981
 41  40.00000  15.30400   0.14144
 42  41.00000  15.69871   0.14303
 43  42.00000  16.09558   0.14453
 44  43.00000  16.49462   0.14593
 45  44.00000  16.89582   0.14720
 46  45.00000  17.29919   0.14831
 47  46.00000  17.70473   0.14925
 48  47.00000  18.11244   0.14999
 49  48.00000  18.52231   0.15053
 50  49.00000  18.93435   0.15086
 51  50.00000  19.34855   0.15097
 52  51.00000  19.76492   0.15086
 53  52.00000  20.18346   0.15051
 54  53.00000  20.60416   0.14994
 55  54.00000  21.02703   0.14914
 56  55.00000  21.45207   0.14811
 57  56.00000  21.87928   0.14686
 58  57.00000  22.30865   0.14540
 59  58.00000  22.74018   0.14374
 60  59.00000  23.17389   0.14189
 61  60.00000  23.60976   0.13987
 62  61.00000  24.04780   0.13770
 63  62.00000  24.48800   0.13541
 64  63.00000  24.93037   0.13302
 65  64.00000  25.37491   0.13058
 66  65.00000  25.82161   0.12812
 67  66.00000  26.27048   0.12569
 68  67.00000  26.72152   0.12335
 69  68.00000  27.17472   0.12117
 70  69.00000  27.63009   0.11922
 71  70.00000  28.08762   0.11758
 72  71.00000  28.54733   0.11634
 73  72.00000  29.00920   0.11559
 74  73.00000  29.47323   0.11543
 75  74.00000  29.93943   0.11594
 76  75.00000  30.40780   0.11721
 77  76.00000  30.87834   0.11930
 78  77.00000  31.35104   0.12227
 79  78.00000  31.82591   0.12615
 80  79.00000  32.30294   0.13096
 81  80.00000  32.78215   0.13670
 82  81.00000  33.26351   0.14334
 83  82.00000  33.74705   0.15086
 84  83.00000  34.23275   0.15923
 85  84.00000  34.72062   0.16841
 86  85.00000  35.21065   0.17835
 87  86.00000  35.70285   0.18903
 88  87.00000  36.19722   0.20041
 89  88.00000  36.69376   0.21246
 90  89.00000  37.19246   0.22514
 91  90.00000  37.69333   0.23843
 92  91.00000  38.19636   0.25230
 93  92.00000  38.70156   0.26674
 94  93.00000  39.20893   0.28172
 95  94.00000  39.71846   0.29723
 96  95.00000  40.23016   0.31326
 97  96.00000  40.74403   0.32980
 98  97.00000  41.26006   0.34682



  Shell (UK) 29/3-1                       

 WELL # 17 WITH  56 EVENTS

  i    X(i)    EXPECTED  ERROR BAR
                           INPUT

  1   0.00000   2.41996   0.37099
  2   1.00000   2.81125   0.35370
  3   2.00000   3.20345   0.33689
  4   3.00000   3.59657   0.32057
  5   4.00000   3.99061   0.30475
  6   5.00000   4.38557   0.28944
  7   6.00000   4.78144   0.27465
  8   7.00000   5.17823   0.26040
  9   8.00000   5.57594   0.24671
 10   9.00000   5.97456   0.23359
 11  10.00000   6.37411   0.22107
 12  11.00000   6.77457   0.20917
 13  12.00000   7.17594   0.19791
 14  13.00000   7.57824   0.18733
 15  14.00000   7.98145   0.17744
 16  15.00000   8.38558   0.16830
 17  16.00000   8.79063   0.15991
 18  17.00000   9.19659   0.15232
 19  18.00000   9.60347   0.14556
 20  19.00000  10.01127   0.13963
 21  20.00000  10.41999   0.13456
 22  21.00000  10.82963   0.13034
 23  22.00000  11.24018   0.12697
 24  23.00000  11.65165   0.12441
 25  24.00000  12.06403   0.12263
 26  25.00000  12.47734   0.12156
 27  26.00000  12.89156   0.12114
 28  27.00000  13.30670   0.12129
 29  28.00000  13.72275   0.12194
 30  29.00000  14.13973   0.12300
 31  30.00000  14.55762   0.12438
 32  31.00000  14.97642   0.12603
 33  32.00000  15.39615   0.12785
 34  33.00000  15.81679   0.12980
 35  34.00000  16.23835   0.13181
 36  35.00000  16.66083   0.13383
 37  36.00000  17.08423   0.13582
 38  37.00000  17.50854   0.13774
 39  38.00000  17.93377   0.13956
 40  39.00000  18.35992   0.14125
 41  40.00000  18.78698   0.14279
 42  41.00000  19.21496   0.14415
 43  42.00000  19.64386   0.14533
 44  43.00000  20.07368   0.14631
 45  44.00000  20.50442   0.14707
 46  45.00000  20.93607   0.14761
 47  46.00000  21.36864   0.14792
 48  47.00000  21.80212   0.14800
 49  48.00000  22.23653   0.14785
 50  49.00000  22.67185   0.14746
 51  50.00000  23.10809   0.14685
 52  51.00000  23.54524   0.14601
 53  52.00000  23.98332   0.14495
 54  53.00000  24.42231   0.14369
 55  54.00000  24.86222   0.14222
 56  55.00000  25.30304   0.14057
 57  56.00000  25.74479   0.13876
 58  57.00000  26.18745   0.13681
 59  58.00000  26.63103   0.13474
 60  59.00000  27.07552   0.13258
 61  60.00000  27.52094   0.13037
 62  61.00000  27.96726   0.12815
 63  62.00000  28.41451   0.12598
 64  63.00000  28.86268   0.12390
 65  64.00000  29.31176   0.12198
 66  65.00000  29.76176   0.12029
 67  66.00000  30.21268   0.11891
 68  67.00000  30.66451   0.11792
 69  68.00000  31.11726   0.11741
 70  69.00000  31.57093   0.11746
 71  70.00000  32.02552   0.11817
 72  71.00000  32.48103   0.11959
 73  72.00000  32.93745   0.12180
 74  73.00000  33.39479   0.12485
 75  74.00000  33.85304   0.12876
 76  75.00000  34.31222   0.13356
 77  76.00000  34.77231   0.13924
 78  77.00000  35.23332   0.14579
 79  78.00000  35.69524   0.15319
 80  79.00000  36.15809   0.16140
 81  80.00000  36.62185   0.17040
 82  81.00000  37.08652   0.18015
 83  82.00000  37.55212   0.19062
 84  83.00000  38.01863   0.20177
 85  84.00000  38.48606   0.21358
 86  85.00000  38.95441   0.22601
 87  86.00000  39.42368   0.23904
 88  87.00000  39.89386   0.25266
 89  88.00000  40.36496   0.26683
 90  89.00000  40.83698   0.28154
 91  90.00000  41.30992   0.29677
 92  91.00000  41.78377   0.31252
 93  92.00000  42.25854   0.32876
 94  93.00000  42.73423   0.34550
 95  94.00000  43.21083   0.36271
 96  95.00000  43.68835   0.38039
 97  96.00000  44.16679   0.39854
 98  97.00000  44.64615   0.41714



  Shell (UK) 22/6-1                       

 WELL # 18 WITH  52 EVENTS

  i    X(i)    EXPECTED  ERROR BAR
                           INPUT

  1   0.00000   1.95727   0.41360
  2   1.00000   2.30426   0.39529
  3   2.00000   2.65377   0.37747
  4   3.00000   3.00582   0.36013
  5   4.00000   3.36040   0.34330
  6   5.00000   3.71751   0.32697
  7   6.00000   4.07715   0.31116
  8   7.00000   4.43931   0.29589
  9   8.00000   4.80401   0.28116
 10   9.00000   5.17124   0.26699
 11  10.00000   5.54099   0.25339
 12  11.00000   5.91328   0.24039
 13  12.00000   6.28810   0.22801
 14  13.00000   6.66544   0.21626
 15  14.00000   7.04532   0.20517
 16  15.00000   7.42773   0.19477
 17  16.00000   7.81266   0.18507
 18  17.00000   8.20013   0.17611
 19  18.00000   8.59012   0.16791
 20  19.00000   8.98265   0.16050
 21  20.00000   9.37770   0.15388
 22  21.00000   9.77529   0.14807
 23  22.00000  10.17540   0.14307
 24  23.00000  10.57805   0.13888
 25  24.00000  10.98322   0.13548
 26  25.00000  11.39093   0.13283
 27  26.00000  11.80116   0.13089
 28  27.00000  12.21393   0.12962
 29  28.00000  12.62922   0.12893
 30  29.00000  13.04704   0.12877
 31  30.00000  13.46740   0.12906
 32  31.00000  13.89028   0.12973
 33  32.00000  14.31569   0.13070
 34  33.00000  14.74364   0.13191
 35  34.00000  15.17411   0.13328
 36  35.00000  15.60711   0.13477
 37  36.00000  16.04264   0.13632
 38  37.00000  16.48071   0.13787
 39  38.00000  16.92130   0.13939
 40  39.00000  17.36442   0.14085
 41  40.00000  17.81007   0.14220
 42  41.00000  18.25826   0.14343
 43  42.00000  18.70897   0.14451
 44  43.00000  19.16221   0.14542
 45  44.00000  19.61798   0.14615
 46  45.00000  20.07628   0.14667
 47  46.00000  20.53711   0.14699
 48  47.00000  21.00047   0.14710
 49  48.00000  21.46637   0.14698
 50  49.00000  21.93479   0.14664
 51  50.00000  22.40574   0.14607
 52  51.00000  22.87922   0.14528
 53  52.00000  23.35523   0.14427
 54  53.00000  23.83377   0.14306
 55  54.00000  24.31484   0.14164
 56  55.00000  24.79844   0.14003
 57  56.00000  25.28456   0.13824
 58  57.00000  25.77322   0.13631
 59  58.00000  26.26441   0.13425
 60  59.00000  26.75813   0.13208
 61  60.00000  27.25438   0.12985
 62  61.00000  27.75316   0.12760
 63  62.00000  28.25447   0.12536
 64  63.00000  28.75831   0.12321
 65  64.00000  29.26468   0.12119
 66  65.00000  29.77357   0.11938
 67  66.00000  30.28500   0.11786
 68  67.00000  30.79896   0.11671
 69  68.00000  31.31545   0.11603
 70  69.00000  31.83446   0.11590
 71  70.00000  32.35601   0.11641
 72  71.00000  32.88009   0.11764
 73  72.00000  33.40670   0.11966
 74  73.00000  33.93583   0.12253
 75  74.00000  34.46750   0.12629
 76  75.00000  35.00169   0.13094
 77  76.00000  35.53842   0.13651
 78  77.00000  36.07768   0.14297
 79  78.00000  36.61946   0.15031
 80  79.00000  37.16378   0.15849
 81  80.00000  37.71062   0.16748
 82  81.00000  38.26000   0.17724
 83  82.00000  38.81190   0.18774
 84  83.00000  39.36634   0.19895
 85  84.00000  39.92331   0.21083
 86  85.00000  40.48280   0.22335
 87  86.00000  41.04483   0.23649
 88  87.00000  41.60938   0.25022
 89  88.00000  42.17646   0.26453
 90  89.00000  42.74608   0.27939
 91  90.00000  43.31822   0.29478
 92  91.00000  43.89289   0.31071
 93  92.00000  44.47010   0.32714
 94  93.00000  45.04983   0.34408
 95  94.00000  45.63210   0.36150
 96  95.00000  46.21689   0.37941
 97  96.00000  46.80421   0.39779
 98  97.00000  47.39407   0.41664



  Phillips (UK) 16/17-1                   

 WELL # 19 WITH  34 EVENTS

  i    X(i)    EXPECTED  ERROR BAR
                           INPUT

  1   0.00000  -7.08057   1.51243
  2   1.00000  -6.83371   1.46327
  3   2.00000  -6.58340   1.41493
  4   3.00000  -6.32964   1.36740
  5   4.00000  -6.07242   1.32070
  6   5.00000  -5.81174   1.27481
  7   6.00000  -5.54761   1.22975
  8   7.00000  -5.28003   1.18552
  9   8.00000  -5.00899   1.14210
 10   9.00000  -4.73449   1.09952
 11  10.00000  -4.45654   1.05776
 12  11.00000  -4.17514   1.01684
 13  12.00000  -3.89028   0.97675
 14  13.00000  -3.60196   0.93750
 15  14.00000  -3.31019   0.89908
 16  15.00000  -3.01497   0.86151
 17  16.00000  -2.71629   0.82478
 18  17.00000  -2.41416   0.78890
 19  18.00000  -2.10857   0.75388
 20  19.00000  -1.79952   0.71971
 21  20.00000  -1.48702   0.68641
 22  21.00000  -1.17107   0.65398
 23  22.00000  -0.85166   0.62242
 24  23.00000  -0.52880   0.59175
 25  24.00000  -0.20248   0.56196
 26  25.00000   0.12729   0.53308
 27  26.00000   0.46052   0.50512
 28  27.00000   0.79720   0.47807
 29  28.00000   1.13734   0.45196
 30  29.00000   1.48093   0.42681
 31  30.00000   1.82798   0.40262
 32  31.00000   2.17848   0.37942
 33  32.00000   2.53244   0.35723
 34  33.00000   2.88985   0.33607
 35  34.00000   3.25072   0.31596
 36  35.00000   3.61504   0.29695
 37  36.00000   3.98282   0.27905
 38  37.00000   4.35405   0.26230
 39  38.00000   4.72874   0.24672
 40  39.00000   5.10688   0.23237
 41  40.00000   5.48848   0.21925
 42  41.00000   5.87353   0.20740
 43  42.00000   6.26203   0.19684
 44  43.00000   6.65400   0.18756
 45  44.00000   7.04941   0.17956
 46  45.00000   7.44828   0.17280
 47  46.00000   7.85061   0.16723
 48  47.00000   8.25639   0.16277
 49  48.00000   8.66563   0.15933
 50  49.00000   9.07832   0.15679
 51  50.00000   9.49446   0.15503
 52  51.00000   9.91406   0.15391
 53  52.00000  10.33712   0.15329
 54  53.00000  10.76363   0.15306
 55  54.00000  11.19359   0.15309
 56  55.00000  11.62701   0.15327
 57  56.00000  12.06389   0.15350
 58  57.00000  12.50422   0.15370
 59  58.00000  12.94800   0.15380
 60  59.00000  13.39524   0.15373
 61  60.00000  13.84594   0.15346
 62  61.00000  14.30009   0.15294
 63  62.00000  14.75769   0.15215
 64  63.00000  15.21875   0.15108
 65  64.00000  15.68326   0.14973
 66  65.00000  16.15123   0.14810
 67  66.00000  16.62266   0.14621
 68  67.00000  17.09754   0.14411
 69  68.00000  17.57587   0.14183
 70  69.00000  18.05766   0.13945
 71  70.00000  18.54290   0.13704
 72  71.00000  19.03160   0.13471
 73  72.00000  19.52375   0.13258
 74  73.00000  20.01936   0.13081
 75  74.00000  20.51842   0.12955
 76  75.00000  21.02094   0.12900
 77  76.00000  21.52692   0.12934
 78  77.00000  22.03634   0.13076
 79  78.00000  22.54923   0.13344
 80  79.00000  23.06556   0.13752
 81  80.00000  23.58536   0.14310
 82  81.00000  24.10860   0.15023
 83  82.00000  24.63531   0.15892
 84  83.00000  25.16546   0.16916
 85  84.00000  25.69908   0.18090
 86  85.00000  26.23614   0.19407
 87  86.00000  26.77666   0.20862
 88  87.00000  27.32064   0.22448
 89  88.00000  27.86807   0.24157
 90  89.00000  28.41896   0.25985
 91  90.00000  28.97330   0.27927
 92  91.00000  29.53110   0.29977
 93  92.00000  30.09235   0.32133
 94  93.00000  30.65705   0.34390
 95  94.00000  31.22521   0.36746
 96  95.00000  31.79683   0.39199
 97  96.00000  32.37190   0.41746
 98  97.00000  32.95043   0.44385



  Phillips (UK) 23/22-1                   

 WELL # 20 WITH  28 EVENTS

  i    X(i)    EXPECTED  ERROR BAR
                           INPUT

  1   0.00000   1.27183   0.48286
  2   1.00000   1.53079   0.46047
  3   2.00000   1.78886   0.43870
  4   3.00000   2.04604   0.41754
  5   4.00000   2.30233   0.39702
  6   5.00000   2.55773   0.37715
  7   6.00000   2.81224   0.35794
  8   7.00000   3.06586   0.33941
  9   8.00000   3.31859   0.32158
 10   9.00000   3.57043   0.30447
 11  10.00000   3.82139   0.28811
 12  11.00000   4.07145   0.27252
 13  12.00000   4.32062   0.25773
 14  13.00000   4.56891   0.24378
 15  14.00000   4.81630   0.23070
 16  15.00000   5.06281   0.21853
 17  16.00000   5.30842   0.20731
 18  17.00000   5.55315   0.19708
 19  18.00000   5.79698   0.18787
 20  19.00000   6.03993   0.17971
 21  20.00000   6.28199   0.17262
 22  21.00000   6.52315   0.16662
 23  22.00000   6.76343   0.16169
 24  23.00000   7.00282   0.15782
 25  24.00000   7.24132   0.15496
 26  25.00000   7.47893   0.15304
 27  26.00000   7.71565   0.15200
 28  27.00000   7.95148   0.15174
 29  28.00000   8.18642   0.15216
 30  29.00000   8.42047   0.15316
 31  30.00000   8.65363   0.15463
 32  31.00000   8.88590   0.15648
 33  32.00000   9.11728   0.15861
 34  33.00000   9.34778   0.16094
 35  34.00000   9.57738   0.16340
 36  35.00000   9.80609   0.16591
 37  36.00000  10.03391   0.16842
 38  37.00000  10.26085   0.17088
 39  38.00000  10.48689   0.17325
 40  39.00000  10.71205   0.17548
 41  40.00000  10.93631   0.17756
 42  41.00000  11.15969   0.17944
 43  42.00000  11.38217   0.18112
 44  43.00000  11.60377   0.18258
 45  44.00000  11.82448   0.18381
 46  45.00000  12.04430   0.18480
 47  46.00000  12.26322   0.18554
 48  47.00000  12.48126   0.18604
 49  48.00000  12.69841   0.18629
 50  49.00000  12.91467   0.18630
 51  50.00000  13.13004   0.18609
 52  51.00000  13.34452   0.18566
 53  52.00000  13.55811   0.18503
 54  53.00000  13.77081   0.18421
 55  54.00000  13.98262   0.18324
 56  55.00000  14.19354   0.18215
 57  56.00000  14.40357   0.18095
 58  57.00000  14.61271   0.17970
 59  58.00000  14.82097   0.17844
 60  59.00000  15.02833   0.17721
 61  60.00000  15.23480   0.17607
 62  61.00000  15.44039   0.17508
 63  62.00000  15.64508   0.17431
 64  63.00000  15.84889   0.17383
 65  64.00000  16.05180   0.17371
 66  65.00000  16.25383   0.17403
 67  66.00000  16.45496   0.17488
 68  67.00000  16.65521   0.17633
 69  68.00000  16.85457   0.17845
 70  69.00000  17.05303   0.18132
 71  70.00000  17.25061   0.18499
 72  71.00000  17.44730   0.18951
 73  72.00000  17.64310   0.19492
 74  73.00000  17.83801   0.20125
 75  74.00000  18.03203   0.20851
 76  75.00000  18.22516   0.21671
 77  76.00000  18.41740   0.22584
 78  77.00000  18.60875   0.23590
 79  78.00000  18.79921   0.24686
 80  79.00000  18.98878   0.25871
 81  80.00000  19.17746   0.27142
 82  81.00000  19.36525   0.28497
 83  82.00000  19.55215   0.29934
 84  83.00000  19.73817   0.31450
 85  84.00000  19.92329   0.33042
 86  85.00000  20.10752   0.34710
 87  86.00000  20.29087   0.36450
 88  87.00000  20.47332   0.38262
 89  88.00000  20.65489   0.40142
 90  89.00000  20.83557   0.42090
 91  90.00000  21.01535   0.44105
 92  91.00000  21.19425   0.46184
 93  92.00000  21.37225   0.48327
 94  93.00000  21.54937   0.50533
 95  94.00000  21.72560   0.52800
 96  95.00000  21.90094   0.55128
 97  96.00000  22.07538   0.57517
 98  97.00000  22.24894   0.59965



  Amoco (N) 2/8-1                         

 WELL # 21 WITH  23 EVENTS

  i    X(i)    EXPECTED  ERROR BAR
                           INPUT

  1   0.00000   0.29852   0.54998
  2   1.00000   0.42186   0.52391
  3   2.00000   0.54636   0.49856
  4   3.00000   0.67200   0.47396
  5   4.00000   0.79880   0.45012
  6   5.00000   0.92675   0.42706
  7   6.00000   1.05584   0.40479
  8   7.00000   1.18609   0.38334
  9   8.00000   1.31749   0.36274
 10   9.00000   1.45003   0.34301
 11  10.00000   1.58373   0.32418
 12  11.00000   1.71858   0.30629
 13  12.00000   1.85458   0.28938
 14  13.00000   1.99173   0.27349
 15  14.00000   2.13003   0.25867
 16  15.00000   2.26948   0.24496
 17  16.00000   2.41008   0.23241
 18  17.00000   2.55183   0.22107
 19  18.00000   2.69473   0.21098
 20  19.00000   2.83878   0.20217
 21  20.00000   2.98398   0.19466
 22  21.00000   3.13033   0.18845
 23  22.00000   3.27783   0.18351
 24  23.00000   3.42648   0.17981
 25  24.00000   3.57628   0.17728
 26  25.00000   3.72724   0.17582
 27  26.00000   3.87934   0.17533
 28  27.00000   4.03259   0.17569
 29  28.00000   4.18700   0.17676
 30  29.00000   4.34255   0.17844
 31  30.00000   4.49925   0.18058
 32  31.00000   4.65711   0.18308
 33  32.00000   4.81611   0.18583
 34  33.00000   4.97627   0.18874
 35  34.00000   5.13757   0.19172
 36  35.00000   5.30003   0.19470
 37  36.00000   5.46363   0.19762
 38  37.00000   5.62839   0.20041
 39  38.00000   5.79430   0.20304
 40  39.00000   5.96135   0.20547
 41  40.00000   6.12956   0.20767
 42  41.00000   6.29892   0.20960
 43  42.00000   6.46942   0.21125
 44  43.00000   6.64108   0.21260
 45  44.00000   6.81389   0.21365
 46  45.00000   6.98785   0.21437
 47  46.00000   7.16296   0.21478
 48  47.00000   7.33922   0.21487
 49  48.00000   7.51663   0.21464
 50  49.00000   7.69519   0.21410
 51  50.00000   7.87490   0.21327
 52  51.00000   8.05576   0.21216
 53  52.00000   8.23777   0.21078
 54  53.00000   8.42093   0.20917
 55  54.00000   8.60524   0.20736
 56  55.00000   8.79070   0.20537
 57  56.00000   8.97731   0.20326
 58  57.00000   9.16508   0.20107
 59  58.00000   9.35399   0.19886
 60  59.00000   9.54405   0.19670
 61  60.00000   9.73526   0.19465
 62  61.00000   9.92763   0.19281
 63  62.00000  10.12114   0.19126
 64  63.00000  10.31580   0.19009
 65  64.00000  10.51162   0.18943
 66  65.00000  10.70858   0.18936
 67  66.00000  10.90670   0.19002
 68  67.00000  11.10596   0.19149
 69  68.00000  11.30638   0.19388
 70  69.00000  11.50795   0.19728
 71  70.00000  11.71066   0.20176
 72  71.00000  11.91453   0.20738
 73  72.00000  12.11954   0.21417
 74  73.00000  12.32571   0.22217
 75  74.00000  12.53303   0.23136
 76  75.00000  12.74150   0.24175
 77  76.00000  12.95111   0.25330
 78  77.00000  13.16188   0.26599
 79  78.00000  13.37380   0.27979
 80  79.00000  13.58687   0.29467
 81  80.00000  13.80109   0.31057
 82  81.00000  14.01646   0.32747
 83  82.00000  14.23298   0.34534
 84  83.00000  14.45065   0.36413
 85  84.00000  14.66947   0.38382
 86  85.00000  14.88944   0.40438
 87  86.00000  15.11056   0.42579
 88  87.00000  15.33283   0.44802
 89  88.00000  15.55625   0.47105
 90  89.00000  15.78083   0.49486
 91  90.00000  16.00655   0.51944
 92  91.00000  16.23342   0.54477
 93  92.00000  16.46144   0.57084
 94  93.00000  16.69062   0.59763
 95  94.00000  16.92094   0.62514
 96  95.00000  17.15241   0.65336
 97  96.00000  17.38504   0.68227
 98  97.00000  17.61881   0.71187



  Saga (N) 35/3-1                         

 WELL # 22 WITH  30 EVENTS

  i    X(i)    EXPECTED  ERROR BAR
                           INPUT

  1   0.00000   0.98587   0.37032
  2   1.00000   1.31234   0.34974
  3   2.00000   1.63613   0.32987
  4   3.00000   1.95724   0.31076
  5   4.00000   2.27567   0.29245
  6   5.00000   2.59141   0.27498
  7   6.00000   2.90447   0.25842
  8   7.00000   3.21485   0.24282
  9   8.00000   3.52255   0.22827
 10   9.00000   3.82756   0.21485
 11  10.00000   4.12990   0.20265
 12  11.00000   4.42955   0.19176
 13  12.00000   4.72652   0.18229
 14  13.00000   5.02081   0.17431
 15  14.00000   5.31242   0.16790
 16  15.00000   5.60134   0.16309
 17  16.00000   5.88759   0.15990
 18  17.00000   6.17115   0.15827
 19  18.00000   6.45203   0.15811
 20  19.00000   6.73023   0.15931
 21  20.00000   7.00574   0.16170
 22  21.00000   7.27858   0.16511
 23  22.00000   7.54873   0.16938
 24  23.00000   7.81620   0.17432
 25  24.00000   8.08099   0.17980
 26  25.00000   8.34310   0.18566
 27  26.00000   8.60252   0.19180
 28  27.00000   8.85927   0.19810
 29  28.00000   9.11333   0.20447
 30  29.00000   9.36471   0.21085
 31  30.00000   9.61340   0.21717
 32  31.00000   9.85942   0.22337
 33  32.00000  10.10276   0.22941
 34  33.00000  10.34341   0.23526
 35  34.00000  10.58138   0.24088
 36  35.00000  10.81667   0.24624
 37  36.00000  11.04927   0.25133
 38  37.00000  11.27920   0.25612
 39  38.00000  11.50644   0.26061
 40  39.00000  11.73100   0.26476
 41  40.00000  11.95288   0.26859
 42  41.00000  12.17208   0.27206
 43  42.00000  12.38860   0.27519
 44  43.00000  12.60243   0.27795
 45  44.00000  12.81358   0.28036
 46  45.00000  13.02205   0.28239
 47  46.00000  13.22784   0.28405
 48  47.00000  13.43095   0.28534
 49  48.00000  13.63138   0.28626
 50  49.00000  13.82912   0.28680
 51  50.00000  14.02418   0.28697
 52  51.00000  14.21656   0.28677
 53  52.00000  14.40626   0.28620
 54  53.00000  14.59327   0.28526
 55  54.00000  14.77761   0.28396
 56  55.00000  14.95926   0.28230
 57  56.00000  15.13823   0.28030
 58  57.00000  15.31452   0.27795
 59  58.00000  15.48813   0.27526
 60  59.00000  15.65905   0.27225
 61  60.00000  15.82729   0.26893
 62  61.00000  15.99286   0.26532
 63  62.00000  16.15574   0.26142
 64  63.00000  16.31593   0.25726
 65  64.00000  16.47345   0.25287
 66  65.00000  16.62828   0.24826
 67  66.00000  16.78044   0.24346
 68  67.00000  16.92991   0.23851
 69  68.00000  17.07669   0.23346
 70  69.00000  17.22080   0.22834
 71  70.00000  17.36223   0.22321
 72  71.00000  17.50097   0.21813
 73  72.00000  17.63703   0.21317
 74  73.00000  17.77041   0.20841
 75  74.00000  17.90111   0.20393
 76  75.00000  18.02912   0.19985
 77  76.00000  18.15446   0.19627
 78  77.00000  18.27711   0.19330
 79  78.00000  18.39708   0.19108
 80  79.00000  18.51437   0.18972
 81  80.00000  18.62897   0.18935
 82  81.00000  18.74090   0.19008
 83  82.00000  18.85014   0.19201
 84  83.00000  18.95671   0.19520
 85  84.00000  19.06059   0.19972
 86  85.00000  19.16178   0.20557
 87  86.00000  19.26030   0.21277
 88  87.00000  19.35613   0.22129
 89  88.00000  19.44928   0.23109
 90  89.00000  19.53975   0.24212
 91  90.00000  19.62754   0.25432
 92  91.00000  19.71265   0.26764
 93  92.00000  19.79507   0.28201
 94  93.00000  19.87482   0.29737
 95  94.00000  19.95188   0.31367
 96  95.00000  20.02626   0.33086
 97  96.00000  20.09796   0.34890
 98  97.00000  20.16697   0.36773



  Saga 34/7-1                             

