                27ceni.out                                          2012/04/28

 EXTRA OUTPUT FILE.  REQUIRED AS INPUT FILE FOR CASC




  Saga (N) 6407/2-3                       

 WELL #  1 WITH  60 EVENTS

  i    X(i)    EXPECTED  ERROR BAR
 79  78.00000  30.88524   0.16307
 80  79.00000  31.25353   0.17359
 81  80.00000  31.62142   0.18483
 82  81.00000  31.98892   0.19677
 83  82.00000  32.35602   0.20936
 84  83.00000  32.72272   0.22257
 85  84.00000  33.08904   0.23638
 86  85.00000  33.45495   0.25076
 87  86.00000  33.82047   0.26569
 88  87.00000  34.18559   0.28116
 89  88.00000  34.55031   0.29714
 90  89.00000  34.91464   0.31364
 91  90.00000  35.27858   0.33062
 92  91.00000  35.64212   0.34809
 93  92.00000  36.00526   0.36604
 94  93.00000  36.36801   0.38446
 95  94.00000  36.73036   0.40333
 96  95.00000  37.09231   0.42267
 97  96.00000  37.45387   0.44245
 98  97.00000  37.81504   0.46268



  Statoil (N) 6407/4-1                    

 WELL #  2 WITH  58 EVENTS

  i    X(i)    EXPECTED  ERROR BAR
                           INPUT

  1   0.00000   0.34585   0.37883
  2   1.00000   0.69584   0.36111
  3   2.00000   1.04681   0.34390
  4   3.00000   1.39877   0.32723
  5   4.00000   1.75173   0.31110
  6   5.00000   2.10567   0.29552
  7   6.00000   2.46060   0.28051
  8   7.00000   2.81652   0.26609
  9   8.00000   3.17343   0.25227
 10   9.00000   3.53132   0.23908
 11  10.00000   3.89021   0.22653
 12  11.00000   4.25008   0.21465
 13  12.00000   4.61095   0.20347
 14  13.00000   4.97280   0.19301
 15  14.00000   5.33564   0.18330
 16  15.00000   5.69947   0.17436
 17  16.00000   6.06428   0.16624
 18  17.00000   6.43009   0.15893
 19  18.00000   6.79689   0.15247
 20  19.00000   7.16467   0.14687
 21  20.00000   7.53344   0.14212
 22  21.00000   7.90320   0.13820
 23  22.00000   8.27395   0.13511
 24  23.00000   8.64569   0.13278
 25  24.00000   9.01842   0.13118
 26  25.00000   9.39214   0.13024
 27  26.00000   9.76684   0.12988
 28  27.00000  10.14253   0.13003
 29  28.00000  10.51922   0.13061
 30  29.00000  10.89689   0.13154
 31  30.00000  11.27555   0.13274
 32  31.00000  11.65520   0.13415
 33  32.00000  12.03583   0.13569
 34  33.00000  12.41746   0.13731
 35  34.00000  12.80008   0.13895
 36  35.00000  13.18368   0.14056
 37  36.00000  13.56827   0.14212
 38  37.00000  13.95385   0.14357
 39  38.00000  14.34042   0.14489
 40  39.00000  14.72798   0.14605
 41  40.00000  15.11653   0.14704
 42  41.00000  15.50606   0.14782
 43  42.00000  15.89659   0.14839
 44  43.00000  16.28810   0.14874
 45  44.00000  16.68060   0.14884
 46  45.00000  17.07410   0.14871
 47  46.00000  17.46858   0.14832
 48  47.00000  17.86404   0.14768
 49  48.00000  18.26050   0.14678
 50  49.00000  18.65795   0.14563
 51  50.00000  19.05638   0.14424
 52  51.00000  19.45581   0.14260
 53  52.00000  19.85622   0.14073
 54  53.00000  20.25762   0.13864
 55  54.00000  20.66001   0.13635
 56  55.00000  21.06339   0.13387
 57  56.00000  21.46775   0.13124
 58  57.00000  21.87311   0.12847
 59  58.00000  22.27946   0.12562
 60  59.00000  22.68679   0.12271
 61  60.00000  23.09511   0.11981
 62  61.00000  23.50442   0.11698
 63  62.00000  23.91472   0.11429
 64  63.00000  24.32601   0.11182
 65  64.00000  24.73829   0.10967
 66  65.00000  25.15155   0.10795
 67  66.00000  25.56581   0.10677
 68  67.00000  25.98105   0.10625
 69  68.00000  26.39728   0.10649
 70  69.00000  26.81450   0.10760
 71  70.00000  27.23271   0.10967
 72  71.00000  27.65191   0.11275
 73  72.00000  28.07210   0.11687
 74  73.00000  28.49327   0.12205
 75  74.00000  28.91544   0.12825
 76  75.00000  29.33859   0.13546
 77  76.00000  29.76273   0.14362
 78  77.00000  30.18786   0.15268
 79  78.00000  30.61398   0.16260
 80  79.00000  31.04109   0.17332
 81  80.00000  31.46918   0.18480
 82  81.00000  31.89827   0.19699
 83  82.00000  32.32835   0.20986
 84  83.00000  32.75941   0.22338
 85  84.00000  33.19146   0.23751
 86  85.00000  33.62450   0.25224
 87  86.00000  34.05853   0.26754
 88  87.00000  34.49355   0.28339
 89  88.00000  34.92955   0.29977
 90  89.00000  35.36655   0.31668
 91  90.00000  35.80453   0.33410
 92  91.00000  36.24351   0.35203
 93  92.00000  36.68347   0.37044
 94  93.00000  37.12442   0.38934
 95  94.00000  37.56636   0.40872
 96  95.00000  38.00928   0.42856
 97  96.00000  38.45320   0.44888
 98  97.00000  38.89811   0.46966



  Elf Aquitaine (N) 6406/8-1              

 WELL #  3 WITH  57 EVENTS

  i    X(i)    EXPECTED  ERROR BAR
                           INPUT

  1   0.00000  -1.20393   0.40073
  2   1.00000  -0.81339   0.38184
  3   2.00000  -0.42263   0.36348
  4   3.00000  -0.03165   0.34563
  5   4.00000   0.35955   0.32832
  6   5.00000   0.75097   0.31155
  7   6.00000   1.14261   0.29533
  8   7.00000   1.53448   0.27967
  9   8.00000   1.92656   0.26460
 10   9.00000   2.31886   0.25011
 11  10.00000   2.71139   0.23624
 12  11.00000   3.10413   0.22300
 13  12.00000   3.49709   0.21041
 14  13.00000   3.89028   0.19849
 15  14.00000   4.28369   0.18728
 16  15.00000   4.67731   0.17679
 17  16.00000   5.07116   0.16706
 18  17.00000   5.46523   0.15812
 19  18.00000   5.85951   0.14999
 20  19.00000   6.25402   0.14271
 21  20.00000   6.64875   0.13628
 22  21.00000   7.04370   0.13072
 23  22.00000   7.43887   0.12604
 24  23.00000   7.83426   0.12221
 25  24.00000   8.22987   0.11921
 26  25.00000   8.62571   0.11699
 27  26.00000   9.02176   0.11550
 28  27.00000   9.41803   0.11465
 29  28.00000   9.81452   0.11438
 30  29.00000  10.21124   0.11460
 31  30.00000  10.60817   0.11521
 32  31.00000  11.00533   0.11613
 33  32.00000  11.40270   0.11729
 34  33.00000  11.80030   0.11861
 35  34.00000  12.19812   0.12003
 36  35.00000  12.59615   0.12148
 37  36.00000  12.99441   0.12291
 38  37.00000  13.39289   0.12428
 39  38.00000  13.79159   0.12556
 40  39.00000  14.19051   0.12672
 41  40.00000  14.58965   0.12772
 42  41.00000  14.98901   0.12854
 43  42.00000  15.38859   0.12918
 44  43.00000  15.78839   0.12962
 45  44.00000  16.18841   0.12984
 46  45.00000  16.58865   0.12986
 47  46.00000  16.98912   0.12966
 48  47.00000  17.38980   0.12924
 49  48.00000  17.79070   0.12863
 50  49.00000  18.19183   0.12782
 51  50.00000  18.59317   0.12682
 52  51.00000  18.99474   0.12567
 53  52.00000  19.39653   0.12438
 54  53.00000  19.79853   0.12298
 55  54.00000  20.20076   0.12151
 56  55.00000  20.60321   0.12000
 57  56.00000  21.00588   0.11851
 58  57.00000  21.40877   0.11710
 59  58.00000  21.81188   0.11582
 60  59.00000  22.21521   0.11474
 61  60.00000  22.61876   0.11396
 62  61.00000  23.02253   0.11354
 63  62.00000  23.42652   0.11358
 64  63.00000  23.83073   0.11417
 65  64.00000  24.23516   0.11539
 66  65.00000  24.63982   0.11732
 67  66.00000  25.04469   0.12002
 68  67.00000  25.44979   0.12354
 69  68.00000  25.85510   0.12792
 70  69.00000  26.26064   0.13317
 71  70.00000  26.66639   0.13931
 72  71.00000  27.07237   0.14631
 73  72.00000  27.47856   0.15417
 74  73.00000  27.88498   0.16285
 75  74.00000  28.29162   0.17233
 76  75.00000  28.69848   0.18259
 77  76.00000  29.10556   0.19358
 78  77.00000  29.51286   0.20529
 79  78.00000  29.92038   0.21767
 80  79.00000  30.32812   0.23072
 81  80.00000  30.73608   0.24440
 82  81.00000  31.14426   0.25870
 83  82.00000  31.55266   0.27360
 84  83.00000  31.96129   0.28908
 85  84.00000  32.37013   0.30513
 86  85.00000  32.77919   0.32173
 87  86.00000  33.18848   0.33888
 88  87.00000  33.59798   0.35657
 89  88.00000  34.00771   0.37477
 90  89.00000  34.41766   0.39350
 91  90.00000  34.82782   0.41274
 92  91.00000  35.23821   0.43248
 93  92.00000  35.64882   0.45272
 94  93.00000  36.05964   0.47346
 95  94.00000  36.47069   0.49469
 96  95.00000  36.88196   0.51640
 97  96.00000  37.29345   0.53860
 98  97.00000  37.70516   0.56128



  Hydro (N) 34/8-1                        

 WELL #  4 WITH  65 EVENTS

  i    X(i)    EXPECTED  ERROR BAR
                           INPUT

  1   0.00000   1.38982   0.31104
  2   1.00000   1.64863   0.29642
  3   2.00000   1.91149   0.28225
  4   3.00000   2.17839   0.26856
  5   4.00000   2.44934   0.25537
  6   5.00000   2.72434   0.24268
  7   6.00000   3.00339   0.23051
  8   7.00000   3.28649   0.21889
  9   8.00000   3.57363   0.20782
 10   9.00000   3.86483   0.19734
 11  10.00000   4.16007   0.18747
 12  11.00000   4.45936   0.17824
 13  12.00000   4.76270   0.16966
 14  13.00000   5.07008   0.16177
 15  14.00000   5.38152   0.15459
 16  15.00000   5.69700   0.14814
 17  16.00000   6.01654   0.14244
 18  17.00000   6.34012   0.13749
 19  18.00000   6.66775   0.13332
 20  19.00000   6.99942   0.12989
 21  20.00000   7.33515   0.12720
 22  21.00000   7.67492   0.12522
 23  22.00000   8.01875   0.12389
 24  23.00000   8.36662   0.12318
 25  24.00000   8.71854   0.12301
 26  25.00000   9.07451   0.12332
 27  26.00000   9.43452   0.12404
 28  27.00000   9.79859   0.12510
 29  28.00000  10.16670   0.12645
 30  29.00000  10.53886   0.12801
 31  30.00000  10.91507   0.12972
 32  31.00000  11.29533   0.13154
 33  32.00000  11.67964   0.13341
 34  33.00000  12.06800   0.13529
 35  34.00000  12.46040   0.13715
 36  35.00000  12.85685   0.13895
 37  36.00000  13.25735   0.14066
 38  37.00000  13.66190   0.14225
 39  38.00000  14.07050   0.14372
 40  39.00000  14.48314   0.14502
 41  40.00000  14.89984   0.14616
 42  41.00000  15.32058   0.14712
 43  42.00000  15.74537   0.14788
 44  43.00000  16.17421   0.14843
 45  44.00000  16.60710   0.14878
 46  45.00000  17.04404   0.14891
 47  46.00000  17.48502   0.14881
 48  47.00000  17.93005   0.14849
 49  48.00000  18.37914   0.14795
 50  49.00000  18.83227   0.14718
 51  50.00000  19.28944   0.14618
 52  51.00000  19.75067   0.14496
 53  52.00000  20.21595   0.14353
 54  53.00000  20.68527   0.14188
 55  54.00000  21.15864   0.14003
 56  55.00000  21.63606   0.13799
 57  56.00000  22.11753   0.13576
 58  57.00000  22.60305   0.13337
 59  58.00000  23.09261   0.13084
 60  59.00000  23.58623   0.12818
 61  60.00000  24.08389   0.12543
 62  61.00000  24.58560   0.12261
 63  62.00000  25.09136   0.11976
 64  63.00000  25.60117   0.11693
 65  64.00000  26.11502   0.11418
 66  65.00000  26.63293   0.11155
 67  66.00000  27.15488   0.10913
 68  67.00000  27.68088   0.10699
 69  68.00000  28.21093   0.10522
 70  69.00000  28.74503   0.10390
 71  70.00000  29.28318   0.10314
 72  71.00000  29.82537   0.10303
 73  72.00000  30.37162   0.10365
 74  73.00000  30.92191   0.10508
 75  74.00000  31.47625   0.10738
 76  75.00000  32.03464   0.11057
 77  76.00000  32.59707   0.11468
 78  77.00000  33.16356   0.11970
 79  78.00000  33.73409   0.12560
 80  79.00000  34.30867   0.13236
 81  80.00000  34.88731   0.13993
 82  81.00000  35.46999   0.14827
 83  82.00000  36.05671   0.15734
 84  83.00000  36.64749   0.16709
 85  84.00000  37.24231   0.17748
 86  85.00000  37.84119   0.18849
 87  86.00000  38.44411   0.20008
 88  87.00000  39.05107   0.21221
 89  88.00000  39.66209   0.22488
 90  89.00000  40.27716   0.23805
 91  90.00000  40.89627   0.25170
 92  91.00000  41.51944   0.26583
 93  92.00000  42.14665   0.28042
 94  93.00000  42.77791   0.29545
 95  94.00000  43.41322   0.31091
 96  95.00000  44.05257   0.32680
 97  96.00000  44.69598   0.34311
 98  97.00000  45.34343   0.35983



  Esso (N) 16/1-1                         

 WELL #  5 WITH  56 EVENTS

  i    X(i)    EXPECTED  ERROR BAR
                           INPUT

  1   0.00000   0.89928   0.40515
  2   1.00000   1.09434   0.38754
  3   2.00000   1.29320   0.37039
  4   3.00000   1.49585   0.35371
  5   4.00000   1.70230   0.33751
  6   5.00000   1.91254   0.32181
  7   6.00000   2.12659   0.30660
  8   7.00000   2.34442   0.29190
  9   8.00000   2.56606   0.27773
 10   9.00000   2.79149   0.26410
 11  10.00000   3.02072   0.25102
 12  11.00000   3.25375   0.23852
 13  12.00000   3.49057   0.22662
 14  13.00000   3.73119   0.21533
 15  14.00000   3.97561   0.20467
 16  15.00000   4.22382   0.19468
 17  16.00000   4.47583   0.18537
 18  17.00000   4.73164   0.17677
 19  18.00000   4.99124   0.16891
 20  19.00000   5.25464   0.16179
 21  20.00000   5.52184   0.15544
 22  21.00000   5.79284   0.14986
 23  22.00000   6.06763   0.14507
 24  23.00000   6.34621   0.14104
 25  24.00000   6.62860   0.13776
 26  25.00000   6.91478   0.13521
 27  26.00000   7.20476   0.13334
 28  27.00000   7.49853   0.13210
 29  28.00000   7.79611   0.13143
 30  29.00000   8.09747   0.13127
 31  30.00000   8.40264   0.13154
 32  31.00000   8.71160   0.13219
 33  32.00000   9.02436   0.13314
 34  33.00000   9.34092   0.13432
 35  34.00000   9.66127   0.13568
 36  35.00000   9.98542   0.13717
 37  36.00000  10.31337   0.13871
 38  37.00000  10.64511   0.14029
 39  38.00000  10.98065   0.14184
 40  39.00000  11.31999   0.14334
 41  40.00000  11.66312   0.14475
 42  41.00000  12.01005   0.14605
 43  42.00000  12.36078   0.14722
 44  43.00000  12.71530   0.14822
 45  44.00000  13.07362   0.14905
 46  45.00000  13.43574   0.14969
 47  46.00000  13.80165   0.15014
 48  47.00000  14.17136   0.15037
 49  48.00000  14.54487   0.15038
 50  49.00000  14.92218   0.15017
 51  50.00000  15.30328   0.14973
 52  51.00000  15.68818   0.14906
 53  52.00000  16.07687   0.14816
 54  53.00000  16.46936   0.14704
 55  54.00000  16.86565   0.14569
 56  55.00000  17.26574   0.14413
 57  56.00000  17.66962   0.14236
 58  57.00000  18.07730   0.14039
 59  58.00000  18.48878   0.13823
 60  59.00000  18.90405   0.13591
 61  60.00000  19.32312   0.13345
 62  61.00000  19.74598   0.13087
 63  62.00000  20.17265   0.12820
 64  63.00000  20.60311   0.12547
 65  64.00000  21.03736   0.12274
 66  65.00000  21.47542   0.12006
 67  66.00000  21.91727   0.11747
 68  67.00000  22.36291   0.11506
 69  68.00000  22.81236   0.11290
 70  69.00000  23.26560   0.11107
 71  70.00000  23.72264   0.10967
 72  71.00000  24.18347   0.10879
 73  72.00000  24.64810   0.10854
 74  73.00000  25.11653   0.10901
 75  74.00000  25.58875   0.11027
 76  75.00000  26.06478   0.11241
 77  76.00000  26.54459   0.11546
 78  77.00000  27.02821   0.11945
 79  78.00000  27.51562   0.12439
 80  79.00000  28.00683   0.13026
 81  80.00000  28.50183   0.13703
 82  81.00000  29.00064   0.14468
 83  82.00000  29.50324   0.15316
 84  83.00000  30.00963   0.16242
 85  84.00000  30.51983   0.17243
 86  85.00000  31.03382   0.18314
 87  86.00000  31.55160   0.19452
 88  87.00000  32.07318   0.20653
 89  88.00000  32.59856   0.21915
 90  89.00000  33.12774   0.23234
 91  90.00000  33.66072   0.24609
 92  91.00000  34.19749   0.26038
 93  92.00000  34.73805   0.27518
 94  93.00000  35.28242   0.29048
 95  94.00000  35.83058   0.30627
 96  95.00000  36.38253   0.32254
 97  96.00000  36.93829   0.33927
 98  97.00000  37.49784   0.35646



  Saga (N) 34/4-5                         

 WELL #  6 WITH  54 EVENTS

  i    X(i)    EXPECTED  ERROR BAR
                           INPUT

  1   0.00000  -0.78188   0.32149
  2   1.00000  -0.22299   0.30432
  3   2.00000   0.33231   0.28772
  4   3.00000   0.88402   0.27170
  5   4.00000   1.43215   0.25630
  6   5.00000   1.97670   0.24153
  7   6.00000   2.51767   0.22742
  8   7.00000   3.05505   0.21400
  9   8.00000   3.58884   0.20132
 10   9.00000   4.11905   0.18942
 11  10.00000   4.64568   0.17833
 12  11.00000   5.16873   0.16812
 13  12.00000   5.68819   0.15883
 14  13.00000   6.20407   0.15053
 15  14.00000   6.71636   0.14324
 16  15.00000   7.22507   0.13703
 17  16.00000   7.73019   0.13192
 18  17.00000   8.23174   0.12792
 19  18.00000   8.72969   0.12501
 20  19.00000   9.22407   0.12315
 21  20.00000   9.71486   0.12228
 22  21.00000  10.20206   0.12231
 23  22.00000  10.68569   0.12314
 24  23.00000  11.16573   0.12464
 25  24.00000  11.64218   0.12670
 26  25.00000  12.11505   0.12921
 27  26.00000  12.58434   0.13206
 28  27.00000  13.05004   0.13515
 29  28.00000  13.51216   0.13840
 30  29.00000  13.97070   0.14173
 31  30.00000  14.42565   0.14508
 32  31.00000  14.87702   0.14838
 33  32.00000  15.32480   0.15160
 34  33.00000  15.76900   0.15469
 35  34.00000  16.20962   0.15763
 36  35.00000  16.64665   0.16037
 37  36.00000  17.08010   0.16291
 38  37.00000  17.50996   0.16521
 39  38.00000  17.93624   0.16727
 40  39.00000  18.35894   0.16907
 41  40.00000  18.77806   0.17059
 42  41.00000  19.19359   0.17184
 43  42.00000  19.60553   0.17280
 44  43.00000  20.01389   0.17347
 45  44.00000  20.41867   0.17385
 46  45.00000  20.81987   0.17394
 47  46.00000  21.21748   0.17373
 48  47.00000  21.61150   0.17323
 49  48.00000  22.00195   0.17244
 50  49.00000  22.38881   0.17137
 51  50.00000  22.77208   0.17003
 52  51.00000  23.15177   0.16842
 53  52.00000  23.52788   0.16656
 54  53.00000  23.90040   0.16446
 55  54.00000  24.26934   0.16214
 56  55.00000  24.63470   0.15962
 57  56.00000  24.99647   0.15692
 58  57.00000  25.35466   0.15408
 59  58.00000  25.70926   0.15112
 60  59.00000  26.06028   0.14810
 61  60.00000  26.40772   0.14505
 62  61.00000  26.75157   0.14203
 63  62.00000  27.09184   0.13911
 64  63.00000  27.42853   0.13636
 65  64.00000  27.76163   0.13386
 66  65.00000  28.09115   0.13171
 67  66.00000  28.41708   0.13000
 68  67.00000  28.73943   0.12884
 69  68.00000  29.05820   0.12835
 70  69.00000  29.37338   0.12861
 71  70.00000  29.68497   0.12973
 72  71.00000  29.99299   0.13179
 73  72.00000  30.29742   0.13485
 74  73.00000  30.59827   0.13895
 75  74.00000  30.89553   0.14410
 76  75.00000  31.18921   0.15030
 77  76.00000  31.47931   0.15753
 78  77.00000  31.76582   0.16576
 79  78.00000  32.04874   0.17494
 80  79.00000  32.32809   0.18502
 81  80.00000  32.60385   0.19597
 82  81.00000  32.87602   0.20773
 83  82.00000  33.14462   0.22027
 84  83.00000  33.40963   0.23354
 85  84.00000  33.67105   0.24750
 86  85.00000  33.92889   0.26214
 87  86.00000  34.18315   0.27741
 88  87.00000  34.43382   0.29330
 89  88.00000  34.68091   0.30978
 90  89.00000  34.92442   0.32684
 91  90.00000  35.16434   0.34446
 92  91.00000  35.40067   0.36262
 93  92.00000  35.63343   0.38131
 94  93.00000  35.86260   0.40052
 95  94.00000  36.08818   0.42024
 96  95.00000  36.31018   0.44046
 97  96.00000  36.52860   0.46117
 98  97.00000  36.74344   0.48238



  Hydro (N) 6407/7-1                      

 WELL #  7 WITH  37 EVENTS

  i    X(i)    EXPECTED  ERROR BAR
                           INPUT

  1   0.00000   3.36042   2.35467
  2   1.00000   3.18212   2.27849
  3   2.00000   3.01333   2.20354
  4   3.00000   2.85406   2.12982
  5   4.00000   2.70430   2.05734
  6   5.00000   2.56406   1.98608
  7   6.00000   2.43332   1.91606
  8   7.00000   2.31210   1.84727
  9   8.00000   2.20040   1.77972
 10   9.00000   2.09821   1.71341
 11  10.00000   2.00553   1.64833
 12  11.00000   1.92237   1.58449
 13  12.00000   1.84872   1.52190
 14  13.00000   1.78458   1.46054
 15  14.00000   1.72996   1.40043
 16  15.00000   1.68485   1.34157
 17  16.00000   1.64925   1.28395
 18  17.00000   1.62317   1.22759
 19  18.00000   1.60661   1.17248
 20  19.00000   1.59955   1.11863
 21  20.00000   1.60201   1.06604
 22  21.00000   1.61398   1.01472
 23  22.00000   1.63547   0.96467
 24  23.00000   1.66647   0.91589
 25  24.00000   1.70698   0.86840
 26  25.00000   1.75701   0.82219
 27  26.00000   1.81655   0.77729
 28  27.00000   1.88561   0.73369
 29  28.00000   1.96418   0.69140
 30  29.00000   2.05226   0.65045
 31  30.00000   2.14986   0.61084
 32  31.00000   2.25697   0.57259
 33  32.00000   2.37359   0.53572
 34  33.00000   2.49973   0.50025
 35  34.00000   2.63538   0.46621
 36  35.00000   2.78054   0.43363
 37  36.00000   2.93522   0.40255
 38  37.00000   3.09941   0.37302
 39  38.00000   3.27312   0.34508
 40  39.00000   3.45634   0.31879
 41  40.00000   3.64907   0.29422
 42  41.00000   3.85132   0.27145
 43  42.00000   4.06308   0.25058
 44  43.00000   4.28435   0.23169
 45  44.00000   4.51514   0.21488
 46  45.00000   4.75544   0.20023
 47  46.00000   5.00525   0.18781
 48  47.00000   5.26458   0.17764
 49  48.00000   5.53343   0.16969
 50  49.00000   5.81178   0.16386
 51  50.00000   6.09965   0.15996
 52  51.00000   6.39703   0.15776
 53  52.00000   6.70393   0.15697
 54  53.00000   7.02034   0.15728
 55  54.00000   7.34627   0.15839
 56  55.00000   7.68170   0.16000
 57  56.00000   8.02666   0.16187
 58  57.00000   8.38112   0.16378
 59  58.00000   8.74510   0.16554
 60  59.00000   9.11859   0.16702
 61  60.00000   9.50160   0.16809
 62  61.00000   9.89412   0.16868
 63  62.00000  10.29615   0.16870
 64  63.00000  10.70770   0.16813
 65  64.00000  11.12876   0.16693
 66  65.00000  11.55934   0.16510
 67  66.00000  11.99942   0.16267
 68  67.00000  12.44903   0.15966
 69  68.00000  12.90814   0.15614
 70  69.00000  13.37677   0.15220
 71  70.00000  13.85492   0.14797
 72  71.00000  14.34257   0.14362
 73  72.00000  14.83974   0.13938
 74  73.00000  15.34643   0.13554
 75  74.00000  15.86263   0.13243
 76  75.00000  16.38834   0.13048
 77  76.00000  16.92356   0.13012
 78  77.00000  17.46830   0.13178
 79  78.00000  18.02255   0.13583
 80  79.00000  18.58632   0.14252
 81  80.00000  19.15960   0.15195
 82  81.00000  19.74239   0.16409
 83  82.00000  20.33470   0.17882
 84  83.00000  20.93652   0.19598
 85  84.00000  21.54786   0.21538
 86  85.00000  22.16870   0.23687
 87  86.00000  22.79907   0.26028
 88  87.00000  23.43894   0.28550
 89  88.00000  24.08833   0.31242
 90  89.00000  24.74723   0.34096
 91  90.00000  25.41565   0.37105
 92  91.00000  26.09358   0.40263
 93  92.00000  26.78102   0.43566
 94  93.00000  27.47798   0.47010
 95  94.00000  28.18445   0.50593
 96  95.00000  28.90044   0.54312
 97  96.00000  29.62594   0.58164
 98  97.00000  30.36095   0.62149



  6407/7A-1                               

 WELL #  8 WITH  12 EVENTS

  i    X(i)    EXPECTED  ERROR BAR
                           INPUT

  1   0.00000   2.10067   0.92591
  2   1.00000   2.03753   0.68113
  3   2.00000   2.02329   0.48332
  4   3.00000   2.05795   0.34508
  5   4.00000   2.14150   0.28347
  6   5.00000   2.27394   0.29078
  7   6.00000   2.45529   0.32557
  8   7.00000   2.68552   0.35522
  9   8.00000   2.96466   0.36576
 10   9.00000   3.29269   0.35306
 11  10.00000   3.66961   0.31909
 12  11.00000   4.09544   0.27475
 13  12.00000   4.57015   0.25111
 14  13.00000   5.09377   0.29846
 15  14.00000   5.66628   0.43047
 16  15.00000   6.28768   0.62501
 17  16.00000   6.95798   0.86672
 18  17.00000   7.67718   1.14903
 19  18.00000   8.44527   1.46910
 20  19.00000   9.26226   1.82561
 21  20.00000  10.12815   2.21784
 22  21.00000  11.04292   2.64541
 23  22.00000  12.00660   3.10807
 24  23.00000  13.01917   3.60567
 25  24.00000  14.08064   4.13813
 26  25.00000  15.19101   4.70536
 27  26.00000  16.35027   5.30733
 28  27.00000  17.55842   5.94400
 29  28.00000  18.81547   6.61534
 30  29.00000  20.12142   7.32135
 31  30.00000  21.47626   8.06199
 32  31.00000  22.88000   8.83727
 33  32.00000  24.33264   9.64718
 34  33.00000  25.83417  10.49171
 35  34.00000  27.38460  11.37085
 36  35.00000  28.98392  12.28460
 37  36.00000  30.63214  13.23295
 38  37.00000  32.32925  14.21591
 39  38.00000  34.07526  15.23347
 40  39.00000  35.87017  16.28563
 41  40.00000  37.71397  17.37239
 42  41.00000  39.60667  18.49375
 43  42.00000  41.54826  19.64970
 44  43.00000  43.53875  20.84024
 45  44.00000  45.57814  22.06538
 46  45.00000  47.66642  23.32511
 47  46.00000  49.80360  24.61944
 48  47.00000  51.98967  25.94835
 49  48.00000  54.22464  27.31186
