                27cenai.out                                         2007/03/15

 EXTRA OUTPUT FILE.  REQUIRED AS INPUT FILE FOR CASC




  Saga (N) 6407/2-3                       

 WELL #  1 WITH  60 EVENTS

  i    X(i)    EXPECTED  ERROR BAR
                           INPUT

 41  40.00000  15.26022   0.14009
 42  41.00000  15.65700   0.14158
 43  42.00000  16.05608   0.14300
 44  43.00000  16.45746   0.14432
 45  44.00000  16.86115   0.14550
 46  45.00000  17.26713   0.14654
 47  46.00000  17.67541   0.14741
 48  47.00000  18.08599   0.14809
 49  48.00000  18.49887   0.14857
 50  49.00000  18.91405   0.14885
 51  50.00000  19.33152   0.14891
 52  51.00000  19.75130   0.14875
 53  52.00000  20.17338   0.14836
 54  53.00000  20.59775   0.14775
 55  54.00000  21.02443   0.14692
 56  55.00000  21.45340   0.14587
 57  56.00000  21.88468   0.14460
 58  57.00000  22.31825   0.14313
 59  58.00000  22.75412   0.14147
 60  59.00000  23.19230   0.13962
 61  60.00000  23.63277   0.13762
 62  61.00000  24.07554   0.13548
 63  62.00000  24.52061   0.13322
 64  63.00000  24.96798   0.13088
 65  64.00000  25.41765   0.12850
 66  65.00000  25.86962   0.12613
 67  66.00000  26.32388   0.12380
 68  67.00000  26.78045   0.12159
 69  68.00000  27.23932   0.11955
 70  69.00000  27.70049   0.11777
 71  70.00000  28.16395   0.11633
 72  71.00000  28.62971   0.11531
 73  72.00000  29.09778   0.11481
 74  73.00000  29.56814   0.11492
 75  74.00000  30.04081   0.11573
 76  75.00000  30.51577   0.11730
 77  76.00000  30.99303   0.11971
 78  77.00000  31.47259   0.12300
 79  78.00000  31.95445   0.12720
 80  79.00000  32.43861   0.13231
 81  80.00000  32.92507   0.13833
 82  81.00000  33.41383   0.14524
 83  82.00000  33.90489   0.15300
 84  83.00000  34.39824   0.16160
 85  84.00000  34.89390   0.17098
 86  85.00000  35.39186   0.18111
 87  86.00000  35.89211   0.19196
 88  87.00000  36.39467   0.20349
 89  88.00000  36.89952   0.21567
 90  89.00000  37.40667   0.22847
 91  90.00000  37.91613   0.24187
 92  91.00000  38.42788   0.25584
 93  92.00000  38.94193   0.27037
 94  93.00000  39.45828   0.28544
 95  94.00000  39.97693   0.30103
 96  95.00000  40.49788   0.31713
 97  96.00000  41.02113   0.33373
 98  97.00000  41.54668   0.35082



  Shell (UK) 29/3-1                       

 WELL # 17 WITH  56 EVENTS

  i    X(i)    EXPECTED  ERROR BAR
                           INPUT

  1   0.00000   2.31312   0.37170
  2   1.00000   2.70597   0.35444
  3   2.00000   3.09976   0.33765
  4   3.00000   3.49451   0.32135
  5   4.00000   3.89021   0.30555
  6   5.00000   4.28687   0.29026
  7   6.00000   4.68448   0.27549
  8   7.00000   5.08304   0.26126
  9   8.00000   5.48255   0.24759
 10   9.00000   5.88302   0.23448
 11  10.00000   6.28444   0.22197
 12  11.00000   6.68681   0.21008
 13  12.00000   7.09014   0.19882
 14  13.00000   7.49442   0.18824
 15  14.00000   7.89965   0.17835
 16  15.00000   8.30584   0.16918
 17  16.00000   8.71297   0.16078
 18  17.00000   9.12107   0.15316
 19  18.00000   9.53011   0.14635
 20  19.00000   9.94011   0.14037
 21  20.00000  10.35106   0.13523
 22  21.00000  10.76296   0.13093
 23  22.00000  11.17582   0.12747
 24  23.00000  11.58962   0.12482
 25  24.00000  12.00439   0.12293
 26  25.00000  12.42010   0.12175
 27  26.00000  12.83677   0.12122
 28  27.00000  13.25439   0.12126
 29  28.00000  13.67296   0.12179
 30  29.00000  14.09249   0.12274
 31  30.00000  14.51297   0.12401
 32  31.00000  14.93440   0.12555
 33  32.00000  15.35679   0.12727
 34  33.00000  15.78013   0.12912
 35  34.00000  16.20442   0.13103
 36  35.00000  16.62966   0.13297
 37  36.00000  17.05586   0.13487
 38  37.00000  17.48301   0.13671
 39  38.00000  17.91112   0.13846
 40  39.00000  18.34017   0.14007
 41  40.00000  18.77018   0.14154
 42  41.00000  19.20114   0.14284
 43  42.00000  19.63306   0.14395
 44  43.00000  20.06593   0.14487
 45  44.00000  20.49975   0.14557
 46  45.00000  20.93452   0.14606
 47  46.00000  21.37025   0.14632
 48  47.00000  21.80693   0.14635
 49  48.00000  22.24456   0.14615
 50  49.00000  22.68315   0.14573
 51  50.00000  23.12269   0.14508
 52  51.00000  23.56318   0.14421
 53  52.00000  24.00463   0.14312
 54  53.00000  24.44703   0.14183
 55  54.00000  24.89038   0.14035
 56  55.00000  25.33468   0.13869
 57  56.00000  25.77994   0.13687
 58  57.00000  26.22615   0.13492
 59  58.00000  26.67331   0.13286
 60  59.00000  27.12143   0.13073
 61  60.00000  27.57050   0.12856
 62  61.00000  28.02052   0.12640
 63  62.00000  28.47149   0.12430
 64  63.00000  28.92342   0.12231
 65  64.00000  29.37630   0.12050
 66  65.00000  29.83014   0.11895
 67  66.00000  30.28492   0.11773
 68  67.00000  30.74066   0.11693
 69  68.00000  31.19736   0.11663
 70  69.00000  31.65500   0.11692
 71  70.00000  32.11360   0.11788
 72  71.00000  32.57315   0.11958
 73  72.00000  33.03366   0.12208
 74  73.00000  33.49511   0.12543
 75  74.00000  33.95752   0.12964
 76  75.00000  34.42089   0.13473
 77  76.00000  34.88520   0.14069
 78  77.00000  35.35048   0.14752
 79  78.00000  35.81670   0.15517
 80  79.00000  36.28387   0.16363
 81  80.00000  36.75200   0.17286
 82  81.00000  37.22108   0.18283
 83  82.00000  37.69112   0.19350
 84  83.00000  38.16211   0.20484
 85  84.00000  38.63404   0.21682
 86  85.00000  39.10694   0.22942
 87  86.00000  39.58078   0.24261
 88  87.00000  40.05558   0.25636
 89  88.00000  40.53134   0.27067
 90  89.00000  41.00804   0.28552
 91  90.00000  41.48570   0.30088
 92  91.00000  41.96431   0.31675
 93  92.00000  42.44388   0.33312
 94  93.00000  42.92439   0.34997
 95  94.00000  43.40586   0.36729
 96  95.00000  43.88829   0.38508
 97  96.00000  44.37166   0.40333
 98  97.00000  44.85599   0.42204



  Shell (UK) 22/6-1                       

 WELL # 18 WITH  52 EVENTS

  i    X(i)    EXPECTED  ERROR BAR
                           INPUT

  1   0.00000   1.75102   0.41680
  2   1.00000   2.09960   0.39844
  3   2.00000   2.45082   0.38058
  4   3.00000   2.80467   0.36320
  5   4.00000   3.16115   0.34631
  6   5.00000   3.52026   0.32994
  7   6.00000   3.88201   0.31408
  8   7.00000   4.24640   0.29875
  9   8.00000   4.61341   0.28396
 10   9.00000   4.98307   0.26973
 11  10.00000   5.35535   0.25606
 12  11.00000   5.73027   0.24299
 13  12.00000   6.10782   0.23052
 14  13.00000   6.48801   0.21868
 15  14.00000   6.87083   0.20749
 16  15.00000   7.25629   0.19697
 17  16.00000   7.64438   0.18715
 18  17.00000   8.03510   0.17806
 19  18.00000   8.42846   0.16971
 20  19.00000   8.82445   0.16212
 21  20.00000   9.22307   0.15532
 22  21.00000   9.62433   0.14932
 23  22.00000  10.02822   0.14412
 24  23.00000  10.43475   0.13972
 25  24.00000  10.84391   0.13609
 26  25.00000  11.25571   0.13322
 27  26.00000  11.67013   0.13105
 28  27.00000  12.08720   0.12955
 29  28.00000  12.50689   0.12865
 30  29.00000  12.92922   0.12828
 31  30.00000  13.35419   0.12837
 32  31.00000  13.78179   0.12886
 33  32.00000  14.21202   0.12965
 34  33.00000  14.64489   0.13070
 35  34.00000  15.08039   0.13193
 36  35.00000  15.51852   0.13328
 37  36.00000  15.95929   0.13471
 38  37.00000  16.40269   0.13615
 39  38.00000  16.84873   0.13757
 40  39.00000  17.29740   0.13894
 41  40.00000  17.74870   0.14021
 42  41.00000  18.20264   0.14137
 43  42.00000  18.65921   0.14238
 44  43.00000  19.11841   0.14324
 45  44.00000  19.58025   0.14391
 46  45.00000  20.04473   0.14439
 47  46.00000  20.51184   0.14467
 48  47.00000  20.98158   0.14474
 49  48.00000  21.45395   0.14459
 50  49.00000  21.92896   0.14422
 51  50.00000  22.40660   0.14364
 52  51.00000  22.88688   0.14284
 53  52.00000  23.36979   0.14182
 54  53.00000  23.85534   0.14061
 55  54.00000  24.34352   0.13919
 56  55.00000  24.83433   0.13760
 57  56.00000  25.32778   0.13584
 58  57.00000  25.82386   0.13394
 59  58.00000  26.32257   0.13193
 60  59.00000  26.82393   0.12982
 61  60.00000  27.32791   0.12766
 62  61.00000  27.83452   0.12550
 63  62.00000  28.34377   0.12338
 64  63.00000  28.85566   0.12135
 65  64.00000  29.37018   0.11949
 66  65.00000  29.88733   0.11786
 67  66.00000  30.40712   0.11655
 68  67.00000  30.92954   0.11564
 69  68.00000  31.45459   0.11522
 70  69.00000  31.98228   0.11537
 71  70.00000  32.51260   0.11619
 72  71.00000  33.04556   0.11775
 73  72.00000  33.58115   0.12011
 74  73.00000  34.11937   0.12332
 75  74.00000  34.66023   0.12742
 76  75.00000  35.20372   0.13241
 77  76.00000  35.74985   0.13829
 78  77.00000  36.29861   0.14505
 79  78.00000  36.85001   0.15267
 80  79.00000  37.40403   0.16111
 81  80.00000  37.96069   0.17034
 82  81.00000  38.51999   0.18032
 83  82.00000  39.08192   0.19103
 84  83.00000  39.64648   0.20242
 85  84.00000  40.21368   0.21448
 86  85.00000  40.78351   0.22716
 87  86.00000  41.35598   0.24045
 88  87.00000  41.93108   0.25432
 89  88.00000  42.50881   0.26876
 90  89.00000  43.08918   0.28375
 91  90.00000  43.67218   0.29927
 92  91.00000  44.25782   0.31530
 93  92.00000  44.84608   0.33185
 94  93.00000  45.43699   0.34889
 95  94.00000  46.03053   0.36642
 96  95.00000  46.62670   0.38443
 97  96.00000  47.22550   0.40291
 98  97.00000  47.82694   0.42186



  Phillips (UK) 16/17-1                   

 WELL # 19 WITH  34 EVENTS

  i    X(i)    EXPECTED  ERROR BAR
                           INPUT

  1   0.00000  -9.74340   1.69152
  2   1.00000  -9.41265   1.63678
  3   2.00000  -9.07966   1.58294
  4   3.00000  -8.74444   1.52998
  5   4.00000  -8.40697   1.47792
  6   5.00000  -8.06727   1.42675
  7   6.00000  -7.72533   1.37648
  8   7.00000  -7.38115   1.32710
  9   8.00000  -7.03473   1.27863
 10   9.00000  -6.68608   1.23105
 11  10.00000  -6.33518   1.18437
 12  11.00000  -5.98205   1.13860
 13  12.00000  -5.62669   1.09373
 14  13.00000  -5.26908   1.04976
 15  14.00000  -4.90924   1.00671
 16  15.00000  -4.54715   0.96457
 17  16.00000  -4.18283   0.92335
 18  17.00000  -3.81628   0.88304
 19  18.00000  -3.44748   0.84365
 20  19.00000  -3.07645   0.80520
 21  20.00000  -2.70318   0.76767
 22  21.00000  -2.32767   0.73108
 23  22.00000  -1.94992   0.69543
 24  23.00000  -1.56993   0.66073
 25  24.00000  -1.18771   0.62698
 26  25.00000  -0.80325   0.59420
 27  26.00000  -0.41655   0.56240
 28  27.00000  -0.02762   0.53158
 29  28.00000   0.36356   0.50176
 30  29.00000   0.75697   0.47295
 31  30.00000   1.15262   0.44517
 32  31.00000   1.55051   0.41845
 33  32.00000   1.95063   0.39279
 34  33.00000   2.35300   0.36823
 35  34.00000   2.75760   0.34479
 36  35.00000   3.16444   0.32251
 37  36.00000   3.57352   0.30142
 38  37.00000   3.98483   0.28157
 39  38.00000   4.39839   0.26300
 40  39.00000   4.81418   0.24576
 41  40.00000   5.23221   0.22990
 42  41.00000   5.65247   0.21548
 43  42.00000   6.07498   0.20253
 44  43.00000   6.49972   0.19111
 45  44.00000   6.92670   0.18123
 46  45.00000   7.35592   0.17290
 47  46.00000   7.78737   0.16608
 48  47.00000   8.22107   0.16073
 49  48.00000   8.65700   0.15674
 50  49.00000   9.09517   0.15398
 51  50.00000   9.53558   0.15231
 52  51.00000   9.97822   0.15154
 53  52.00000  10.42311   0.15151
 54  53.00000  10.87023   0.15203
 55  54.00000  11.31959   0.15294
 56  55.00000  11.77119   0.15408
 57  56.00000  12.22502   0.15533
 58  57.00000  12.68109   0.15657
 59  58.00000  13.13940   0.15770
 60  59.00000  13.59995   0.15865
 61  60.00000  14.06274   0.15935
 62  61.00000  14.52776   0.15974
 63  62.00000  14.99503   0.15981
 64  63.00000  15.46453   0.15951
 65  64.00000  15.93626   0.15885
 66  65.00000  16.41024   0.15783
 67  66.00000  16.88646   0.15645
 68  67.00000  17.36491   0.15474
 69  68.00000  17.84560   0.15276
 70  69.00000  18.32852   0.15054
 71  70.00000  18.81369   0.14817
 72  71.00000  19.30109   0.14574
 73  72.00000  19.79073   0.14337
 74  73.00000  20.28261   0.14119
 75  74.00000  20.77673   0.13938
 76  75.00000  21.27308   0.13813
 77  76.00000  21.77168   0.13763
 78  77.00000  22.27251   0.13811
 79  78.00000  22.77558   0.13978
 80  79.00000  23.28088   0.14283
 81  80.00000  23.78843   0.14742
 82  81.00000  24.29821   0.15366
 83  82.00000  24.81023   0.16161
 84  83.00000  25.32449   0.17127
 85  84.00000  25.84098   0.18262
 86  85.00000  26.35972   0.19561
 87  86.00000  26.88069   0.21018
 88  87.00000  27.40390   0.22623
 89  88.00000  27.92934   0.24372
 90  89.00000  28.45703   0.26256
 91  90.00000  28.98695   0.28269
 92  91.00000  29.51911   0.30405
 93  92.00000  30.05351   0.32661
 94  93.00000  30.59015   0.35031
 95  94.00000  31.12902   0.37512
 96  95.00000  31.67014   0.40101
 97  96.00000  32.21349   0.42796
 98  97.00000  32.75908   0.45594



  Phillips (UK) 23/22-1                   

 WELL # 20 WITH  28 EVENTS

  i    X(i)    EXPECTED  ERROR BAR
                           INPUT

  1   0.00000   1.14114   0.48553
  2   1.00000   1.40074   0.46314
  3   2.00000   1.65950   0.44137
  4   3.00000   1.91743   0.42022
  5   4.00000   2.17451   0.39971
  6   5.00000   2.43077   0.37985
  7   6.00000   2.68618   0.36067
  8   7.00000   2.94077   0.34216
  9   8.00000   3.19451   0.32436
 10   9.00000   3.44742   0.30728
 11  10.00000   3.69950   0.29095
 12  11.00000   3.95074   0.27539
 13  12.00000   4.20114   0.26064
 14  13.00000   4.45071   0.24672
 15  14.00000   4.69944   0.23366
 16  15.00000   4.94733   0.22151
 17  16.00000   5.19439   0.21030
 18  17.00000   5.44062   0.20006
 19  18.00000   5.68601   0.19083
 20  19.00000   5.93056   0.18262
 21  20.00000   6.17428   0.17547
 22  21.00000   6.41716   0.16937
 23  22.00000   6.65920   0.16432
 24  23.00000   6.90041   0.16030
 25  24.00000   7.14079   0.15726
 26  25.00000   7.38033   0.15514
 27  26.00000   7.61903   0.15388
 28  27.00000   7.85690   0.15337
 29  28.00000   8.09393   0.15354
 30  29.00000   8.33012   0.15427
 31  30.00000   8.56548   0.15547
 32  31.00000   8.80001   0.15704
 33  32.00000   9.03370   0.15891
 34  33.00000   9.26655   0.16097
 35  34.00000   9.49856   0.16316
 36  35.00000   9.72975   0.16541
 37  36.00000   9.96009   0.16767
 38  37.00000  10.18960   0.16987
 39  38.00000  10.41827   0.17199
 40  39.00000  10.64611   0.17399
 41  40.00000  10.87312   0.17582
 42  41.00000  11.09928   0.17748
 43  42.00000  11.32461   0.17894
 44  43.00000  11.54911   0.18018
 45  44.00000  11.77277   0.18119
 46  45.00000  11.99559   0.18197
 47  46.00000  12.21758   0.18251
 48  47.00000  12.43873   0.18281
 49  48.00000  12.65905   0.18287
 50  49.00000  12.87853   0.18271
 51  50.00000  13.09718   0.18232
 52  51.00000  13.31499   0.18173
 53  52.00000  13.53196   0.18096
 54  53.00000  13.74810   0.18002
 55  54.00000  13.96340   0.17894
 56  55.00000  14.17787   0.17775
 57  56.00000  14.39150   0.17650
 58  57.00000  14.60429   0.17521
 59  58.00000  14.81625   0.17395
 60  59.00000  15.02738   0.17275
 61  60.00000  15.23766   0.17169
 62  61.00000  15.44711   0.17083
 63  62.00000  15.65573   0.17024
 64  63.00000  15.86351   0.16999
 65  64.00000  16.07046   0.17017
 66  65.00000  16.27657   0.17086
 67  66.00000  16.48184   0.17213
 68  67.00000  16.68628   0.17407
 69  68.00000  16.88988   0.17674
 70  69.00000  17.09265   0.18021
 71  70.00000  17.29458   0.18453
 72  71.00000  17.49567   0.18975
 73  72.00000  17.69593   0.19588
 74  73.00000  17.89535   0.20296
 75  74.00000  18.09394   0.21098
 76  75.00000  18.29169   0.21995
 77  76.00000  18.48861   0.22985
 78  77.00000  18.68469   0.24066
 79  78.00000  18.87993   0.25237
 80  79.00000  19.07434   0.26495
 81  80.00000  19.26792   0.27838
 82  81.00000  19.46065   0.29263
 83  82.00000  19.65256   0.30768
 84  83.00000  19.84362   0.32351
 85  84.00000  20.03385   0.34009
 86  85.00000  20.22325   0.35740
 87  86.00000  20.41181   0.37543
 88  87.00000  20.59953   0.39415
 89  88.00000  20.78642   0.41356
 90  89.00000  20.97247   0.43363
 91  90.00000  21.15768   0.45436
 92  91.00000  21.34206   0.47573
 93  92.00000  21.52561   0.49772
 94  93.00000  21.70832   0.52034
 95  94.00000  21.89019   0.54357
 96  95.00000  22.07123   0.56741
 97  96.00000  22.25143   0.59184
 98  97.00000  22.43080   0.61687



  Amoco (N) 2/8-1                         

 WELL # 21 WITH  23 EVENTS

  i    X(i)    EXPECTED  ERROR BAR
                           INPUT

  1   0.00000   0.31938   0.54744
  2   1.00000   0.44499   0.52126
  3   2.00000   0.57167   0.49581
  4   3.00000   0.69942   0.47111
  5   4.00000   0.82824   0.44718
  6   5.00000   0.95813   0.42402
  7   6.00000   1.08909   0.40167
  8   7.00000   1.22113   0.38014
  9   8.00000   1.35423   0.35946
 10   9.00000   1.48840   0.33967
 11  10.00000   1.62364   0.32079
 12  11.00000   1.75996   0.30286
 13  12.00000   1.89734   0.28593
 14  13.00000   2.03580   0.27004
 15  14.00000   2.17532   0.25524
 16  15.00000   2.31592   0.24159
 17  16.00000   2.45758   0.22912
 18  17.00000   2.60032   0.21790
 19  18.00000   2.74412   0.20796
 20  19.00000   2.88900   0.19934
 21  20.00000   3.03495   0.19206
 22  21.00000   3.18196   0.18612
 23  22.00000   3.33005   0.18150
 24  23.00000   3.47921   0.17813
 25  24.00000   3.62944   0.17596
 26  25.00000   3.78073   0.17488
 27  26.00000   3.93310   0.17477
 28  27.00000   4.08654   0.17551
 29  28.00000   4.24105   0.17697
 30  29.00000   4.39663   0.17901
 31  30.00000   4.55328   0.18150
 32  31.00000   4.71100   0.18434
 33  32.00000   4.86979   0.18740
 34  33.00000   5.02965   0.19061
 35  34.00000   5.19059   0.19387
 36  35.00000   5.35259   0.19710
 37  36.00000   5.51566   0.20026
 38  37.00000   5.67980   0.20328
 39  38.00000   5.84502   0.20612
 40  39.00000   6.01130   0.20875
 41  40.00000   6.17865   0.21112
 42  41.00000   6.34708   0.21322
 43  42.00000   6.51657   0.21503
 44  43.00000   6.68714   0.21653
 45  44.00000   6.85877   0.21770
 46  45.00000   7.03148   0.21855
 47  46.00000   7.20525   0.21907
 48  47.00000   7.38010   0.21926
 49  48.00000   7.55601   0.21911
 50  49.00000   7.73300   0.21865
 51  50.00000   7.91106   0.21788
 52  51.00000   8.09019   0.21682
 53  52.00000   8.27038   0.21548
 54  53.00000   8.45165   0.21389
 55  54.00000   8.63399   0.21207
 56  55.00000   8.81740   0.21007
 57  56.00000   9.00188   0.20791
 58  57.00000   9.18743   0.20566
 59  58.00000   9.37405   0.20336
 60  59.00000   9.56174   0.20107
 61  60.00000   9.75050   0.19887
 62  61.00000   9.94033   0.19683
 63  62.00000  10.13123   0.19504
 64  63.00000  10.32320   0.19360
 65  64.00000  10.51625   0.19262
 66  65.00000  10.71036   0.19219
 67  66.00000  10.90554   0.19244
 68  67.00000  11.10180   0.19347
 69  68.00000  11.29912   0.19538
 70  69.00000  11.49751   0.19827
 71  70.00000  11.69698   0.20223
 72  71.00000  11.89751   0.20731
 73  72.00000  12.09912   0.21356
 74  73.00000  12.30179   0.22102
 75  74.00000  12.50554   0.22970
 76  75.00000  12.71035   0.23958
 77  76.00000  12.91624   0.25066
 78  77.00000  13.12320   0.26290
 79  78.00000  13.33122   0.27628
 80  79.00000  13.54032   0.29076
 81  80.00000  13.75049   0.30629
 82  81.00000  13.96173   0.32286
 83  82.00000  14.17404   0.34040
 84  83.00000  14.38741   0.35890
 85  84.00000  14.60186   0.37832
 86  85.00000  14.81738   0.39863
 87  86.00000  15.03397   0.41980
 88  87.00000  15.25163   0.44181
 89  88.00000  15.47036   0.46463
 90  89.00000  15.69016   0.48825
 91  90.00000  15.91104   0.51265
 92  91.00000  16.13298   0.53781
 93  92.00000  16.35599   0.56372
 94  93.00000  16.58007   0.59036
 95  94.00000  16.80522   0.61772
 96  95.00000  17.03145   0.64580
 97  96.00000  17.25874   0.67459
 98  97.00000  17.48710   0.70406



  Saga (N) 35/3-1                         

 WELL # 22 WITH  30 EVENTS

  i    X(i)    EXPECTED  ERROR BAR
                           INPUT

  1   0.00000   1.03538   0.36914
  2   1.00000   1.36141   0.34846
  3   2.00000   1.68475   0.32850
  4   3.00000   2.00541   0.30931
  5   4.00000   2.32338   0.29093
  6   5.00000   2.63866   0.27341
  7   6.00000   2.95126   0.25681
  8   7.00000   3.26117   0.24121
  9   8.00000   3.56840   0.22667
 10   9.00000   3.87294   0.21328
 11  10.00000   4.17479   0.20115
 12  11.00000   4.47396   0.19037
 13  12.00000   4.77044   0.18104
 14  13.00000   5.06424   0.17324
 15  14.00000   5.35535   0.16705
 16  15.00000   5.64378   0.16251
 17  16.00000   5.92951   0.15960
 18  17.00000   6.21257   0.15827
 19  18.00000   6.49294   0.15843
 20  19.00000   6.77062   0.15994
 21  20.00000   7.04561   0.16263
 22  21.00000   7.31792   0.16633
 23  22.00000   7.58755   0.17087
 24  23.00000   7.85449   0.17606
 25  24.00000   8.11874   0.18176
 26  25.00000   8.38031   0.18783
 27  26.00000   8.63919   0.19415
 28  27.00000   8.89538   0.20062
 29  28.00000   9.14889   0.20714
 30  29.00000   9.39972   0.21365
 31  30.00000   9.64785   0.22009
 32  31.00000   9.89331   0.22640
 33  32.00000  10.13607   0.23254
 34  33.00000  10.37615   0.23847
 35  34.00000  10.61355   0.24416
 36  35.00000  10.84826   0.24960
 37  36.00000  11.08028   0.25474
 38  37.00000  11.30962   0.25959
 39  38.00000  11.53627   0.26412
 40  39.00000  11.76023   0.26831
 41  40.00000  11.98151   0.27217
 42  41.00000  12.20010   0.27567
 43  42.00000  12.41601   0.27881
 44  43.00000  12.62923   0.28159
 45  44.00000  12.83977   0.28400
 46  45.00000  13.04762   0.28604
 47  46.00000  13.25279   0.28770
 48  47.00000  13.45526   0.28899
 49  48.00000  13.65506   0.28989
 50  49.00000  13.85216   0.29042
 51  50.00000  14.04659   0.29056
 52  51.00000  14.23832   0.29033
 53  52.00000  14.42737   0.28973
 54  53.00000  14.61373   0.28876
 55  54.00000  14.79741   0.28741
 56  55.00000  14.97840   0.28571
 57  56.00000  15.15671   0.28365
 58  57.00000  15.33233   0.28124
 59  58.00000  15.50526   0.27850
 60  59.00000  15.67551   0.27542
 61  60.00000  15.84308   0.27203
 62  61.00000  16.00795   0.26834
 63  62.00000  16.17015   0.26436
 64  63.00000  16.32965   0.26011
 65  64.00000  16.48647   0.25562
 66  65.00000  16.64060   0.25090
 67  66.00000  16.79205   0.24600
 68  67.00000  16.94081   0.24093
 69  68.00000  17.08689   0.23576
 70  69.00000  17.23028   0.23051
 71  70.00000  17.37098   0.22524
 72  71.00000  17.50900   0.22001
 73  72.00000  17.64433   0.21489
 74  73.00000  17.77698   0.20997
 75  74.00000  17.90694   0.20533
 76  75.00000  18.03422   0.20108
 77  76.00000  18.15881   0.19731
 78  77.00000  18.28071   0.19417
 79  78.00000  18.39993   0.19176
 80  79.00000  18.51646   0.19023
 81  80.00000  18.63031   0.18969
 82  81.00000  18.74147   0.19026
 83  82.00000  18.84994   0.19204
 84  83.00000  18.95573   0.19511
 85  84.00000  19.05883   0.19952
 86  85.00000  19.15925   0.20530
 87  86.00000  19.25698   0.21245
 88  87.00000  19.35203   0.22095
 89  88.00000  19.44439   0.23075
 90  89.00000  19.53406   0.24181
 91  90.00000  19.62105   0.25406
 92  91.00000  19.70535   0.26744
 93  92.00000  19.78697   0.28189
 94  93.00000  19.86590   0.29736
 95  94.00000  19.94214   0.31377
 96  95.00000  20.01570   0.33109
 97  96.00000  20.08657   0.34926
 98  97.00000  20.15476   0.36824



  Saga 34/7-1                             

 WELL # 23 WITH  35 EVENTS

  i    X(i)    EXPECTED  ERROR BAR
                           INPUT

  1   0.00000   0.39593   0.39692
  2   1.00000   0.86986   0.36141
  3   2.00000   1.33719   0.32778
  4   3.00000   1.79793   0.29617
  5   4.00000   2.25206   0.26674
  6   5.00000   2.69960   0.23970
  7   6.00000   3.14054   0.21534
  8   7.00000   3.57488   0.19400
  9   8.00000   4.00262   0.17607
 10   9.00000   4.42377   0.16195
 11  10.00000   4.83832   0.15197
 12  11.00000   5.24627   0.14625
 13  12.00000   5.64762   0.14459
 14  13.00000   6.04237   0.14647
 15  14.00000   6.43053   0.15118
 16  15.00000   6.81209   0.15792
 17  16.00000   7.18705   0.16599
 18  17.00000   7.55541   0.17477
 19  18.00000   7.91718   0.18380
 20  19.00000   8.27235   0.19272
 21  20.00000   8.62092   0.20127
 22  21.00000   8.96289   0.20926
 23  22.00000   9.29826   0.21653
 24  23.00000   9.62704   0.22299
 25  24.00000   9.94922   0.22855
 26  25.00000  10.26480   0.23316
 27  26.00000  10.57378   0.23679
 28  27.00000  10.87617   0.23939
 29  28.00000  11.17195   0.24097
 30  29.00000  11.46114   0.24152
 31  30.00000  11.74374   0.24104
 32  31.00000  12.01973   0.23956
 33  32.00000  12.28912   0.23710
 34  33.00000  12.55192   0.23371
 35  34.00000  12.80812   0.22945
 36  35.00000  13.05772   0.22438
 37  36.00000  13.30073   0.21862
 38  37.00000  13.53714   0.21228
 39  38.00000  13.76694   0.20555
 40  39.00000  13.99016   0.19862
 41  40.00000  14.20677   0.19178
 42  41.00000  14.41679   0.18537
 43  42.00000  14.62020   0.17982
 44  43.00000  14.81702   0.17562
 45  44.00000  15.00724   0.17333
 46  45.00000  15.19087   0.17352
 47  46.00000  15.36789   0.17668
 48  47.00000  15.53832   0.18318
 49  48.00000  15.70215   0.19322
 50  49.00000  15.85939   0.20680
 51  50.00000  16.01002   0.22378
 52  51.00000  16.15406   0.24393
 53  52.00000  16.29150   0.26700
 54  53.00000  16.42234   0.29274
 55  54.00000  16.54658   0.32093
 56  55.00000  16.66423   0.35139
 57  56.00000  16.77528   0.38395
 58  57.00000  16.87973   0.41849
 59  58.00000  16.97758   0.45490
 60  59.00000  17.06883   0.49311
 61  60.00000  17.15349   0.53303
 62  61.00000  17.23155   0.57463
 63  62.00000  17.30301   0.61784
 64  63.00000  17.36787   0.66265
 65  64.00000  17.42614   0.70900
 66  65.00000  17.47781   0.75689
 67  66.00000  17.52287   0.80629
 68  67.00000  17.56135   0.85718
 69  68.00000  17.59322   0.90955
 70  69.00000  17.61850   0.96337
 71  70.00000  17.63717   1.01866
 72  71.00000  17.64926   1.07538
 73  72.00000  17.65474   1.13355
 74  73.00000  17.65362   1.19314
 75  74.00000  17.64591   1.25415
 76  75.00000  17.63160   1.31658
 77  76.00000  17.61069   1.38043
 78  77.00000  17.58318   1.44568
 79  78.00000  17.54908   1.51234
 80  79.00000  17.50838   1.58040
 81  80.00000  17.46108   1.64986
 82  81.00000  17.40718   1.72072
 83  82.00000  17.34668   1.79297
 84  83.00000  17.27959   1.86662
 85  84.00000  17.20590   1.94165
 86  85.00000  17.12561   2.01808
 87  86.00000  17.03872   2.09589
 88  87.00000  16.94524   2.17509
 89  88.00000  16.84516   2.25567
 90  89.00000  16.73848   2.33764
 91  90.00000  16.62520   2.42100
 92  91.00000  16.50532   2.50573
 93  92.00000  16.37885   2.59185
 94  93.00000  16.24578   2.67934
 95  94.00000  16.10611   2.76822
